category,customer_id,is_gift,payment_method,price,product_id,product_name,quantity,rating,shipping_address_city,shipping_address_country,shipping_address_state,shipping_address_street,shipping_address_zip_code,tags,timestamp,transaction_id,date,year,month,day,day_of_week,total_price
Toys,b04a450b,,Gift Card,731.58,11860ab3,Stuffed Animal,9,1.0,New York,USA,TX,9128 Pine St,54737,"new,trending",2025-02-19 20:03:43,392abb8b-90b4-4c68-a9c3-5f072b6f2d59,2025-02-19,2025,2,19,4,6584.22
Automotive,3d876075,,Bank Transfer,237.49,e9ac95b7,Car Wax,3,5.0,Chicago,USA,NY,2001 Cedar St,56600,,2024-10-10 08:19:43,3cedfe54-d0e9-4898-8a09-3b7604098760,2024-10-10,2024,10,10,5,712.47
Grocery,50922152,,Gift Card,383.32,9ec2e64a,Snacks,3,5.0,Chicago,USA,IL,2365 Oak St,92704,,2024-09-30 09:39:43,fc30ca5d-c58c-42e7-8975-843fc19b6acd,2024-09-30,2024,9,30,2,1149.96
Home & Kitchen,d68ddd17,,Cash,155.45,a29a66c8,Microwave,1,5.0,Houston,USA,IL,5634 Maple St,40356,sale,2024-10-22 01:25:43,7f9bf054-5685-4bf8-8ab3-288615804fd2,2024-10-22,2024,10,22,3,155.45
Electronics,f91fdf45,,Bank Transfer,318.79,d5538502,Laptop,2,4.0,Phoenix,USA,AZ,589 Cedar St,22339,,2025-02-25 03:36:43,7af3c1b6-8093-463d-b5db-393b2b18f88b,2025-02-25,2025,2,25,3,637.58
Grocery,fa254d6e,,Cash,151.07,e957276c,Frozen Meals,7,3.0,Houston,USA,IL,983 Maple St,27688,,2024-11-16 18:27:43,160cecb0-3926-4548-84d5-f64174f12290,2024-11-16,2024,11,16,7,1057.49
Clothing,c1ba9b74,,Cash,819.55,dbaf17ce,Jeans,7,0.0,New York,USA,NY,2253 Maple St,61848,new,2024-07-12 18:49:43,a1f1a555-c6d6-4d2f-a3dd-08d2f63499c8,2024-07-12,2024,7,12,6,5736.849999999999
Grocery,395da2df,,Cash,803.23,538f7b46,Canned Goods,3,5.0,Phoenix,USA,AZ,2362 Maple St,69297,limited,2024-11-03 08:33:43,9ca02991-4ed3-447d-8ec4-61cbfe112e59,2024-11-03,2024,11,3,1,2409.69
Home & Kitchen,1062d767,,Credit Card,593.3,a81dc0ee,Coffee Maker,4,5.0,Chicago,USA,IL,1792 Pine St,19121,"limited,sale",2024-11-01 16:19:43,204296e2-5dad-4ac1-9780-945da6bd9e32,2024-11-01,2024,11,1,6,2373.2
Clothing,f19b3ded,,Credit Card,837.35,56bee849,Shoes,4,5.0,Houston,USA,NY,2104 Oak St,51903,"limited,sale,trending",2024-05-13 00:49:43,341d1cd0-1d3c-4c96-80be-f44c94abffa0,2024-05-13,2024,5,13,2,3349.4
Home & Kitchen,f2ec4037,,PayPal,643.16,7bb707a5,Plates,6,0.0,Chicago,USA,CA,4098 Pine St,29429,limited,2024-09-23 14:30:43,3232e18b-f5df-46c6-b794-8c1f5003dbe0,2024-09-23,2024,9,23,2,3858.96
Electronics,e5ff041e,,Cash,172.46,ba710003,Headphones,2,0.0,New York,USA,CA,6287 Main St,31009,limited,2025-02-24 20:45:43,98c340f8-aae3-42d1-a19f-b5f459ef5f3e,2025-02-24,2025,2,24,2,344.92
Books,64df1a39,,Credit Card,116.49,c32bbadd,Cookbook,6,0.0,Chicago,USA,NY,7497 Oak St,88290,,2024-07-24 05:14:43,7f04cc67-a46a-4026-a05c-3a604c6d10bf,2024-07-24,2024,7,24,4,698.9399999999999
Sports,8c504f7a,,Gift Card,453.62,d6aab21c,Yoga Mat,7,2.0,Houston,USA,CA,3783 Maple St,44472,,2024-09-10 05:01:43,f21b558d-12fd-479f-88c0-273c33fc214e,2024-09-10,2024,9,10,3,3175.34
Electronics,398a894b,,Bank Transfer,546.0,11bd0b3d,Tablet,8,0.0,Houston,USA,NY,2964 Cedar St,28644,sale,2024-06-09 06:52:43,89589851-c5b6-416d-93ad-85b4a3aa9395,2024-06-09,2024,6,9,1,4368.0
Toys,c43093d3,,Credit Card,784.31,ea5ef5bb,Stuffed Animal,7,0.0,Houston,USA,TX,3282 Cedar St,34476,,2024-11-28 13:55:43,dceb46f2-3c95-450c-bb46-d95202c8df2f,2024-11-28,2024,11,28,5,5490.17
Books,4fa7cc13,,Debit Card,886.85,f92169cf,Science Fiction,10,2.0,Los Angeles,USA,IL,4736 Oak St,58468,,2024-08-24 04:14:43,e88a6d13-4d6e-45a5-a8ee-2d952866e0f3,2024-08-24,2024,8,24,7,8868.5
Clothing,50a17254,,Bank Transfer,285.36,fb6f701c,Dress,9,0.0,Phoenix,USA,NY,7202 Main St,57809,limited,2024-08-22 00:43:43,5e42c5b9-5690-4132-97f8-c571f50cf5cb,2024-08-22,2024,8,22,5,2568.2400000000002
Sports,79179c3a,,Credit Card,828.32,e431ceb3,Dumbbells,6,1.0,Phoenix,USA,IL,3933 Maple St,88047,"trending,exclusive",2024-07-14 07:07:43,b0b23294-c3a5-4a03-b1f0-00f0ac363dbf,2024-07-14,2024,7,14,1,4969.92
Toys,d7e46f88,,Credit Card,164.61,db05fef9,Action Figure,3,2.0,Chicago,USA,CA,3383 Pine St,68460,"trending,limited,new",2024-10-08 06:14:43,434625c2-fa9d-4247-901e-8e073643fa45,2024-10-08,2024,10,8,3,493.83000000000004
Books,6707e3e8,,PayPal,101.61,39244084,Fiction Novel,7,4.0,New York,USA,IL,6412 Oak St,28693,"exclusive,limited,trending",2024-09-01 06:03:43,48f18962-6a3c-48ab-839d-66c4aa63d29c,2024-09-01,2024,9,1,1,711.27
Toys,a267de31,,Credit Card,111.37,524dcd42,Action Figure,5,0.0,Phoenix,USA,CA,9722 Pine St,72667,,2024-10-04 13:24:43,bb42c7b0-c943-4dee-a7b4-f39227a31dec,2024-10-04,2024,10,4,6,556.85
Automotive,befa6550,,PayPal,841.96,2cddcd87,Air Freshener,5,0.0,Los Angeles,USA,AZ,3912 Pine St,74723,new,2024-09-20 12:30:43,197c9d6a-17d9-4075-8db2-27f8bf84e0e2,2024-09-20,2024,9,20,6,4209.8
Books,337a089d,,PayPal,372.64,48a99756,Cookbook,1,3.0,Los Angeles,USA,AZ,1941 Cedar St,72453,,2025-01-14 21:03:43,3421f92d-3643-4577-a546-b8ecf46d2bf3,2025-01-14,2025,1,14,3,372.64
Electronics,d47b2edf,,Bank Transfer,686.97,f5bbd54b,Camera,1,3.0,Chicago,USA,CA,5613 Cedar St,28902,"new,trending,exclusive",2024-12-15 18:30:43,7a3a36f3-e587-4a4f-a937-6277e062b5cf,2024-12-15,2024,12,15,1,686.97
Toys,874aaa50,,Debit Card,351.07,38b2eeb2,Puzzle,7,0.0,Los Angeles,USA,NY,2448 Maple St,17116,"sale,new",2024-04-03 00:37:43,b7bb527f-06e8-4901-8048-e54f2908bc8e,2024-04-03,2024,4,3,4,2457.49
Automotive,4638b8ff,,Gift Card,531.39,48b9a7d2,Air Freshener,10,1.0,Chicago,USA,NY,6528 Cedar St,29085,"limited,exclusive,new",2024-05-12 03:03:43,27a356eb-8ce2-4582-8375-ef86954d4fa1,2024-05-12,2024,5,12,1,5313.9
Home & Kitchen,373f54a8,,Cash,382.67,b7e6cce3,Blender,9,4.0,Chicago,USA,AZ,6588 Oak St,48247,,2024-10-26 23:32:43,5effff77-d7ef-4030-8c7b-3dfa5d66842f,2024-10-26,2024,10,26,7,3444.03
Health,06cbdbab,,PayPal,600.48,fd620a9c,Thermometer,10,3.0,Houston,USA,CA,6955 Main St,23629,,2024-06-17 04:09:43,aae3be15-2440-4070-aab3-9da6249e69eb,2024-06-17,2024,6,17,2,6004.8
Beauty,c69e7e8e,,Gift Card,806.68,dbd766c9,Perfume,9,3.0,Chicago,USA,TX,4041 Pine St,16183,,2024-10-21 23:23:43,98b19bb6-c0f9-44b5-9b91-17eff2b66345,2024-10-21,2024,10,21,2,7260.12
Sports,1be1e1b8,,PayPal,987.51,042e78dd,Running Shoes,3,0.0,Houston,USA,TX,1089 Pine St,30224,,2024-11-09 01:43:43,fe8fc750-c980-444d-8ec0-da9c0423da57,2024-11-09,2024,11,9,7,2962.5299999999997
Clothing,23e84afa,,Bank Transfer,279.59,b6834758,Socks,10,3.0,Houston,USA,TX,6752 Pine St,45441,"sale,new",2024-10-23 04:39:43,3c2f21ea-4582-4ae1-98a1-21d7b61dcccb,2024-10-23,2024,10,23,4,2795.8999999999996
Electronics,98e2a651,,Gift Card,894.88,1a7bff0d,Smartphone,6,5.0,Houston,USA,TX,2738 Oak St,26331,"limited,sale",2024-11-01 17:52:43,e43c0e89-2943-4221-ae29-85e42d19e9dd,2024-11-01,2024,11,1,6,5369.28
Beauty,7cf7eef5,,Gift Card,456.37,c82aac46,Nail Polish,7,5.0,Phoenix,USA,NY,9234 Oak St,54466,"new,trending",2024-09-06 06:41:43,674fcf08-9ed0-4d27-b792-82bedebb83fa,2024-09-06,2024,9,6,6,3194.59
Health,42456529,,PayPal,156.93,4bc08036,First Aid Kit,1,1.0,Los Angeles,USA,TX,2498 Cedar St,16039,,2024-05-28 05:05:43,7a3503e8-7c7b-4aaf-bf27-559304521972,2024-05-28,2024,5,28,3,156.93
Clothing,0d75d7de,,Credit Card,658.1,065e41b1,Hat,5,5.0,Chicago,USA,IL,7678 Maple St,45792,exclusive,2025-02-19 19:00:43,0bbaaec8-e7f7-4700-8155-fa1b4f996cb1,2025-02-19,2025,2,19,4,3290.5
Books,76266e46,,Cash,79.82,22087496,Biography,7,2.0,Houston,USA,IL,9422 Oak St,26747,"trending,sale,limited",2025-01-23 05:45:43,39c91595-729a-43b8-ac9a-06e3b743f4d8,2025-01-23,2025,1,23,5,558.74
Health,d5141d24,,Credit Card,236.76,b1d12dc1,First Aid Kit,9,1.0,Los Angeles,USA,NY,4447 Maple St,45331,"exclusive,limited,sale",2024-08-05 06:49:43,976b0cb4-85eb-4590-9f3a-8ceb9f359482,2024-08-05,2024,8,5,2,2130.84
Health,98fccdfe,,Bank Transfer,826.78,337f346e,First Aid Kit,1,4.0,Houston,USA,CA,4504 Pine St,76705,limited,2024-08-09 01:05:43,39668adb-a46c-4014-8a4a-31dc95caa018,2024-08-09,2024,8,9,6,826.78
Toys,b5561c69,,Debit Card,548.65,948ba6d0,Puzzle,7,5.0,Houston,USA,NY,166 Oak St,42438,"sale,new,exclusive",2025-01-04 10:28:43,5f844d63-62cb-4b38-9d8c-598ace0629e0,2025-01-04,2025,1,4,7,3840.5499999999997
Grocery,65d49844,,Credit Card,983.06,b80b8dd1,Coffee,3,2.0,New York,USA,TX,4563 Maple St,94645,"trending,exclusive,limited",2024-09-24 15:59:43,61376477-faea-4633-99ad-35cfb7531a50,2024-09-24,2024,9,24,3,2949.18
Grocery,f0809845,,Gift Card,735.92,59731e76,Canned Goods,2,0.0,Houston,USA,TX,481 Main St,27106,,2025-02-09 03:58:43,d37625e6-ba84-4f03-b43e-ba2f6bed8e1e,2025-02-09,2025,2,9,1,1471.84
Home & Kitchen,cfaa5dd9,,Gift Card,582.51,d8697d35,Blender,1,0.0,New York,USA,NY,2043 Pine St,88367,,2025-01-25 16:08:43,cfa9c97e-cac2-48c6-a669-9d0d6c8821b0,2025-01-25,2025,1,25,7,582.51
Health,50cba2be,,Debit Card,181.42,9a9a9c2a,Pain Reliever,7,0.0,Houston,USA,AZ,9076 Oak St,26048,,2024-05-04 21:03:43,35379eed-fa32-4353-b865-a0642e2a6dd9,2024-05-04,2024,5,4,7,1269.9399999999998
Health,da0ad62f,,Cash,964.68,03b6f809,Bandages,10,2.0,Chicago,USA,AZ,8988 Pine St,75754,"exclusive,trending,sale",2024-06-04 21:44:43,497126d8-969d-4cbf-961a-bad563c3861d,2024-06-04,2024,6,4,3,9646.8
Sports,3d025bf4,,Debit Card,479.66,c711bbde,Dumbbells,3,1.0,Chicago,USA,AZ,1452 Main St,17102,"limited,exclusive",2024-08-25 20:28:43,f55af630-3da5-47e7-8ba2-32b694c6a6b9,2024-08-25,2024,8,25,1,1438.98
Electronics,27aff9ca,,Bank Transfer,774.76,2c58e302,Smartphone,1,0.0,Los Angeles,USA,TX,7094 Main St,31985,trending,2024-08-17 06:16:43,39f9b575-5a11-49d2-b29e-dd030d8ace0f,2024-08-17,2024,8,17,7,774.76
Clothing,f1ed3460,,Bank Transfer,806.85,fe42ad31,Jacket,4,0.0,Houston,USA,CA,7268 Oak St,60632,"limited,new,sale",2024-05-08 14:14:43,23794e53-1e63-4458-919f-819630b67dbb,2024-05-08,2024,5,8,4,3227.4
Electronics,ff8fb5d3,,Bank Transfer,311.61,c191d7c1,Smartphone,8,3.0,Houston,USA,NY,5494 Cedar St,98100,"trending,sale,new",2024-04-15 17:55:43,cc62b99e-5e68-420f-82dc-5ae3d84fb1ed,2024-04-15,2024,4,15,2,2492.88
Beauty,01cb2f12,,Gift Card,389.75,9093e100,Perfume,7,3.0,Los Angeles,USA,TX,3908 Pine St,55876,"trending,sale,exclusive",2024-07-29 03:51:43,6fe5795b-a243-4acb-86a8-2c1c38745e00,2024-07-29,2024,7,29,2,2728.25
Health,1d89071a,,Bank Transfer,296.81,46d978c7,Pain Reliever,1,0.0,Chicago,USA,IL,3948 Maple St,63943,"exclusive,new,sale",2024-06-24 15:52:43,58697638-3502-427b-b029-64923ae5816e,2024-06-24,2024,6,24,2,296.81
Home & Kitchen,0b58b472,,Gift Card,451.79,a3a11c51,Knife Set,1,1.0,Houston,USA,IL,5446 Pine St,94741,"limited,trending",2024-04-30 17:47:43,b610d065-a226-4152-a37c-4472059acb21,2024-04-30,2024,4,30,3,451.79
Sports,465c11e7,,Debit Card,505.58,3c0c62c1,Running Shoes,3,1.0,Los Angeles,USA,IL,5389 Cedar St,48178,,2025-02-07 06:29:43,7f09e75d-c4b1-4493-bb4f-4bc6158bb60b,2025-02-07,2025,2,7,6,1516.74
Electronics,e99c1cd7,,Credit Card,250.33,56f3a823,Camera,7,0.0,New York,USA,AZ,2245 Pine St,70707,sale,2024-06-03 15:52:43,67a7e259-e8c5-434b-8046-17c5c690dbd2,2024-06-03,2024,6,3,2,1752.3100000000002
Home & Kitchen,0fd11eb2,,Debit Card,873.64,6e662ca3,Microwave,3,3.0,Phoenix,USA,NY,7909 Pine St,34598,"exclusive,sale,new",2024-10-29 18:24:43,b4c8d5ed-32d3-44ae-977f-363057affe16,2024-10-29,2024,10,29,3,2620.92
Home & Kitchen,78207f0a,,Credit Card,589.14,33799203,Plates,8,0.0,Phoenix,USA,NY,7161 Cedar St,14519,exclusive,2024-11-30 13:03:43,db664d44-9f7a-4110-bfe2-7217bf545cf2,2024-11-30,2024,11,30,7,4713.12
Beauty,174f543d,,Bank Transfer,190.65,37d81300,Shampoo,8,5.0,New York,USA,NY,1483 Main St,51995,"new,trending",2025-03-08 04:57:43,c2f4f2ef-820a-4010-a36d-9f4da2df0bd7,2025-03-08,2025,3,8,7,1525.2
Health,6d04dcf6,,Credit Card,907.93,75b3c8d2,Bandages,9,4.0,Los Angeles,USA,AZ,5286 Pine St,75694,,2024-08-09 15:26:43,74272c3c-c09c-432b-a1ec-e1d4272f5bf0,2024-08-09,2024,8,9,6,8171.37
Health,80d2d4ad,,Debit Card,616.32,347eab19,Pain Reliever,6,5.0,New York,USA,TX,9541 Cedar St,79956,"limited,exclusive,new",2024-09-16 17:24:43,5063c98c-4dc7-4839-8317-4ce7b53ff5d5,2024-09-16,2024,9,16,2,3697.92
Toys,29af82d9,,Debit Card,210.96,0ed518c7,Action Figure,6,2.0,Phoenix,USA,CA,9049 Pine St,65998,"sale,limited",2024-04-01 03:37:43,dd050026-bdcf-42b2-b6bd-24f6153d4c69,2024-04-01,2024,4,1,2,1265.76
Automotive,c6b89992,,Gift Card,771.96,5d21c53f,Floor Mats,5,5.0,Houston,USA,IL,1755 Cedar St,52196,limited,2024-12-20 13:49:43,f9155ca9-b883-4610-aab1-25bf2300e46c,2024-12-20,2024,12,20,6,3859.8
Grocery,75364b4a,,PayPal,102.18,8efcc662,Snacks,8,4.0,Houston,USA,CA,9053 Maple St,91880,"new,sale,exclusive",2024-05-13 08:06:43,0bbe1969-5563-49c2-85d8-dacef7152bbc,2024-05-13,2024,5,13,2,817.44
Beauty,6fd2e2fd,,Gift Card,287.02,8e5b7ac9,Hair Dryer,5,0.0,Chicago,USA,IL,8000 Maple St,55588,"new,trending",2025-01-15 12:12:43,30161e1b-b3c1-4f30-aa9b-a13d02c9e3f4,2025-01-15,2025,1,15,4,1435.1
Electronics,0f0841d6,,Bank Transfer,639.52,7e306856,TV,7,1.0,Chicago,USA,AZ,6866 Oak St,78302,"new,exclusive,trending",2024-11-24 06:48:43,304573b9-8d43-4ed6-acac-9edc0fa75f25,2024-11-24,2024,11,24,1,4476.639999999999
Clothing,18999b5e,,PayPal,15.34,2d939361,Socks,7,3.0,Houston,USA,TX,6153 Maple St,96709,"trending,sale,new",2024-12-22 18:25:43,bff071f8-a87a-4c31-a734-a1dca54164f4,2024-12-22,2024,12,22,1,107.38
Health,80247a13,,Cash,531.46,eb7bf6e9,First Aid Kit,9,1.0,Los Angeles,USA,CA,7233 Oak St,15435,exclusive,2025-01-23 05:08:43,2dae758f-fa2f-43bf-8507-205c29b9b817,2025-01-23,2025,1,23,5,4783.14
Electronics,1a3488b2,,Gift Card,443.36,087c8a5a,Camera,2,4.0,Chicago,USA,IL,2181 Pine St,19554,"limited,trending",2024-12-19 03:49:43,c0075447-db51-40c2-b7be-a366a92112fb,2024-12-19,2024,12,19,5,886.72
Grocery,cf3a0bb9,,PayPal,345.52,b8f78fbf,Snacks,1,0.0,Los Angeles,USA,IL,9780 Main St,38800,"trending,sale,exclusive",2025-01-21 16:13:43,71df0627-100c-4f42-879e-a21cce04d91b,2025-01-21,2025,1,21,3,345.52
Home & Kitchen,39d91f71,,Gift Card,15.95,d6368fa3,Knife Set,8,4.0,New York,USA,NY,1994 Pine St,79146,,2025-01-20 19:02:43,813210b0-7d11-4daa-a29a-0b5bedb646c6,2025-01-20,2025,1,20,2,127.6
Sports,2839c190,,Bank Transfer,231.64,f0b726c3,Tennis Racket,8,4.0,New York,USA,TX,8426 Oak St,58499,limited,2024-03-31 03:31:43,33eee223-ed27-4e3e-be6f-5718e26e4621,2024-03-31,2024,3,31,1,1853.12
Books,48c4a673,,PayPal,629.87,bc39edf9,Biography,3,4.0,Houston,USA,TX,652 Main St,33102,"new,trending",2024-08-19 06:08:43,6ab7d088-6f04-495d-9b68-303c7d63f68e,2024-08-19,2024,8,19,2,1889.6100000000001
Beauty,3f9af768,,Cash,755.84,1e3a5a70,Hair Dryer,4,0.0,Houston,USA,CA,5824 Oak St,47853,"new,exclusive,sale",2025-01-09 21:52:43,991ddd55-9dca-416c-a06a-94a32a212c54,2025-01-09,2025,1,9,5,3023.36
Health,59fbbd54,,Cash,129.06,525fe172,Thermometer,6,1.0,New York,USA,IL,2235 Oak St,14939,sale,2024-10-15 09:52:43,088d4e37-024b-4e6b-9bb6-887360ee4d8c,2024-10-15,2024,10,15,3,774.36
Sports,084d5a39,,Credit Card,995.25,89f2a6e8,Yoga Mat,9,0.0,Chicago,USA,IL,1065 Main St,33453,sale,2024-04-13 14:02:43,f9b9f93e-d506-40c7-8492-bfbe87b460dd,2024-04-13,2024,4,13,7,8957.25
Books,9c0b9fe6,,Debit Card,480.38,a7bcc6ab,Science Fiction,5,0.0,Chicago,USA,NY,1896 Cedar St,73280,"new,trending",2025-01-08 06:23:43,797129cf-601d-445d-ae9f-44c571740297,2025-01-08,2025,1,8,4,2401.9
Health,36af437d,,Debit Card,870.59,584b6e14,Pain Reliever,3,0.0,Phoenix,USA,CA,2008 Oak St,97686,"limited,trending,sale",2024-06-27 10:08:43,0fa33020-b72c-429e-bf82-76824596c57c,2024-06-27,2024,6,27,5,2611.77
Automotive,fab40bcf,,Cash,30.26,0258fc79,Tire Gauge,1,1.0,Chicago,USA,AZ,6642 Cedar St,31122,"trending,limited,sale",2024-12-23 23:38:43,dfad3cf5-f4b2-4710-845d-29d60ee7e7ce,2024-12-23,2024,12,23,2,30.26
Automotive,4faaae83,,Cash,660.41,cbb1d321,Floor Mats,7,0.0,Phoenix,USA,AZ,9372 Maple St,59473,"limited,exclusive,trending",2024-11-12 00:35:43,c3313a2e-df24-436b-b6e0-18a52204d326,2024-11-12,2024,11,12,3,4622.87
Health,06e34d4d,,Credit Card,739.02,0461e4fd,Bandages,7,3.0,Houston,USA,NY,1530 Oak St,39662,exclusive,2024-07-31 02:34:43,3b0a10d2-1a03-4ec9-a9d9-8c6d23f29fda,2024-07-31,2024,7,31,4,5173.139999999999
Toys,18eba322,,Bank Transfer,718.92,b6e85bae,Board Game,1,5.0,Chicago,USA,AZ,4850 Maple St,25917,"sale,limited,exclusive",2024-09-21 02:52:43,954a7078-ad29-4fc9-a5ae-7074ad65f7b2,2024-09-21,2024,9,21,7,718.92
Automotive,28469c65,,Bank Transfer,400.02,3921b17c,Jump Starter,6,4.0,Phoenix,USA,AZ,8664 Cedar St,52301,"trending,exclusive",2024-10-10 05:50:43,5e971a9a-b11e-4d20-a6eb-77e105f190c8,2024-10-10,2024,10,10,5,2400.12
Home & Kitchen,26a7376a,,Credit Card,553.47,5c28f423,Toaster,3,4.0,Houston,USA,CA,8116 Cedar St,78640,sale,2025-02-25 14:53:43,9d83ff4c-123e-49df-b463-8aba2c1186c1,2025-02-25,2025,2,25,3,1660.41
Clothing,6a2455e6,,Debit Card,382.93,fb1db4f1,T-shirt,4,0.0,Houston,USA,CA,6339 Oak St,34617,"limited,exclusive",2024-11-23 03:45:43,8ffa33cf-9b5b-403a-b910-7e49c2c6ab2d,2024-11-23,2024,11,23,7,1531.72
Books,493e6b5d,,Bank Transfer,532.62,b621aed1,Fiction Novel,1,2.0,Houston,USA,NY,9432 Cedar St,55299,"exclusive,trending,limited",2024-05-31 06:08:43,2f2ef094-f0d8-4bbe-b2c3-fb4adc8ed126,2024-05-31,2024,5,31,6,532.62
Electronics,3b8768e2,,Bank Transfer,66.91,e1f903ec,Smart Watch,4,0.0,Phoenix,USA,NY,2173 Cedar St,97578,"trending,sale,new",2024-05-25 00:37:43,f2f29bfa-038f-4853-abb1-73549d713fc0,2024-05-25,2024,5,25,7,267.64
Home & Kitchen,54cb4b73,,Credit Card,974.58,7b942131,Blender,3,0.0,Phoenix,USA,NY,8687 Oak St,19386,"trending,limited",2025-02-07 04:59:43,a21763f0-1769-4bc5-87d9-d7e4ac31901c,2025-02-07,2025,2,7,6,2923.7400000000002
Health,67319c73,,Bank Transfer,178.92,3092b83c,First Aid Kit,6,2.0,Phoenix,USA,AZ,4488 Cedar St,54736,limited,2024-03-29 11:17:43,b763ba0f-9ade-4d02-99e8-e71ec2770945,2024-03-29,2024,3,29,6,1073.52
Home & Kitchen,c9487550,,Cash,376.5,a9d355de,Knife Set,10,5.0,Houston,USA,AZ,6389 Pine St,30010,"trending,exclusive",2024-11-03 19:08:43,af49455f-c9f2-40e3-ad4a-758cb911d98b,2024-11-03,2024,11,3,1,3765.0
Health,653e4b4a,,PayPal,499.52,2e726417,Thermometer,3,0.0,Phoenix,USA,IL,9059 Oak St,35437,new,2024-05-27 15:42:43,5a5472d1-0201-42c1-9264-9a2a5923394b,2024-05-27,2024,5,27,2,1498.56
Grocery,12ddd125,,Debit Card,107.85,b4d82439,Frozen Meals,2,4.0,New York,USA,IL,5602 Oak St,94824,limited,2024-08-12 14:42:43,ac3726db-7ecc-42e6-ab9e-2e314b7130cd,2024-08-12,2024,8,12,2,215.7
Home & Kitchen,53586349,,Credit Card,482.64,28c80d51,Blender,1,3.0,Houston,USA,IL,8316 Pine St,17961,"limited,trending,sale",2024-06-15 13:24:43,20f290a5-8e10-4847-94b8-08ebfb4b4664,2024-06-15,2024,6,15,7,482.64
Sports,e04c841c,,Credit Card,566.41,d113c738,Dumbbells,4,0.0,Los Angeles,USA,NY,8979 Cedar St,17814,new,2024-07-03 09:42:43,214720f6-56e0-4835-b919-15c525698a4f,2024-07-03,2024,7,3,4,2265.64
Health,d08d1298,,Gift Card,566.04,099470f0,First Aid Kit,9,5.0,Phoenix,USA,TX,7267 Maple St,62217,"trending,exclusive",2024-04-19 06:40:43,477eaa90-57d7-45e9-9394-887cbb5af7f9,2024-04-19,2024,4,19,6,5094.36
Home & Kitchen,42b47313,,Credit Card,297.26,d4473f24,Microwave,7,0.0,Chicago,USA,TX,9380 Maple St,59563,"trending,limited,exclusive",2024-03-20 23:22:43,2cc2c4cf-dc05-4f8d-afcd-e5f97dddcc11,2024-03-20,2024,3,20,4,2080.8199999999997
Books,c51b72c6,,Cash,163.9,e0edd725,Biography,2,3.0,Chicago,USA,NY,9139 Pine St,99396,"exclusive,trending,sale",2024-11-13 19:08:43,b96c4902-240b-4d8f-bc54-91191bb0e403,2024-11-13,2024,11,13,4,327.8
Toys,7b5f375c,,Cash,526.52,2b87e764,Board Game,3,2.0,Phoenix,USA,CA,5615 Oak St,35743,"limited,exclusive",2025-01-13 04:10:43,7584cd72-4421-409f-a40c-d46ccccaa31e,2025-01-13,2025,1,13,2,1579.56
Home & Kitchen,d9a4718b,,Bank Transfer,131.21,b7df014f,Blender,8,2.0,Los Angeles,USA,AZ,3860 Maple St,47886,"trending,limited,exclusive",2024-12-10 03:31:43,c658b690-455b-4472-aab6-f0957b7ccbee,2024-12-10,2024,12,10,3,1049.68
Home & Kitchen,fb0ea7e9,,Credit Card,728.18,8243345e,Toaster,8,4.0,Phoenix,USA,CA,2455 Maple St,71644,,2024-08-05 07:11:43,22cd2733-a170-4680-bb75-31445f5a192e,2024-08-05,2024,8,5,2,5825.44
Beauty,57baee8f,,Bank Transfer,802.01,25f1cf0b,Hair Dryer,2,0.0,New York,USA,NY,4324 Maple St,76848,"limited,new,sale",2024-06-15 02:57:43,f703235c-59aa-4080-b1d2-ae869ab97314,2024-06-15,2024,6,15,7,1604.02
Clothing,23736eb6,,Cash,323.24,78380a27,Shoes,6,0.0,Chicago,USA,CA,5335 Pine St,87719,"trending,new",2025-01-03 14:52:43,12bce7f7-68ab-420d-a0c0-86a3dcf42b77,2025-01-03,2025,1,3,6,1939.44
Toys,22d34c2b,,Cash,18.29,59d413f5,Building Blocks,4,0.0,Phoenix,USA,TX,3901 Oak St,84676,"new,sale,limited",2024-09-10 01:43:43,117d0d62-2f11-4577-b4f3-63e58bacd9c1,2024-09-10,2024,9,10,3,73.16
Books,fe2240ac,,Debit Card,340.9,21fe4e95,History,5,3.0,New York,USA,IL,412 Maple St,23179,"trending,new",2024-03-24 20:17:43,c724bf63-7782-42b4-969d-c78c07dbb34e,2024-03-24,2024,3,24,1,1704.5
Health,6fc002ab,,Bank Transfer,51.97,eac0ead6,Vitamins,2,0.0,New York,USA,IL,9811 Maple St,53357,,2025-03-12 02:40:43,6c8b2f3d-47b9-43d9-b84a-21c4c2fde26a,2025-03-12,2025,3,12,4,103.94
Electronics,17874971,,Debit Card,970.04,d0a06892,Camera,10,5.0,Houston,USA,AZ,4980 Maple St,28590,trending,2025-02-03 06:51:43,c9a4c6a9-45ea-45a3-9a5c-5467378365c0,2025-02-03,2025,2,3,2,9700.4
Health,7ce03e8a,,Credit Card,843.01,d48f6276,First Aid Kit,7,0.0,Chicago,USA,TX,7886 Cedar St,75771,"sale,new",2024-07-03 09:14:43,a55cece6-e9f0-421b-9585-dbebde1d2da3,2024-07-03,2024,7,3,4,5901.07
Electronics,590be355,,Credit Card,776.44,7fcd2763,Headphones,7,1.0,Phoenix,USA,CA,5036 Main St,40945,,2025-01-29 23:17:43,d894dfac-833e-4850-ba85-20da781a2354,2025-01-29,2025,1,29,4,5435.08
